"X_id","IncidentNum","ReportedDateTime","ReportedYear","ReportedMonth","Location","WeaponUsed","ALD","NSP","POLICE","TRACT","WARD","Zip.Code","RoughX","RoughY","Arson","AssaultOffense","Burglary","CriminalDamage","Homicide","LockedVehicle","Robbery","SexOffense","Theft","VehicleTheft","has_number","CrimeType","lat","long"
646765,"182120099","7/1/2018 12:00",2018,7,"2929 S CHASE AV, Milwaukee, WI",NA,14,NA,6,18500,292,53207,2559067.813,368749.373,0,0,0,1,0,0,0,0,0,0,TRUE,"Property: Vandalism",42.9920024,-87.9112015
627176,"180060036","1/6/2018 8:56",2018,1,"7615 W MILL RD, Milwaukee, WI","BLUNT/HANDS",2,NA,4,1400,28,53218,2532293.07,419718.811,0,1,0,0,0,0,0,0,0,0,TRUE,"Violent: Assault",43.1333845,-88.0064109
627586,"180100148","1/10/2018 18:30",2018,1,"4120 N 6TH ST, Milwaukee, WI","HANDS",6,6,5,4300,118,53212,2556009.84,404772.831,0,1,0,0,0,0,0,0,0,0,TRUE,"Violent: Assault",43.0920832,-87.9181028
649137,"182360165","8/24/2018 22:50",2018,8,"3314 N 45TH ST, Milwaukee, WI","PERSONAL WEAPON",7,5,7,4900,102,53216,2542385.671,399912.032,0,1,0,0,0,0,0,0,0,0,TRUE,"Violent: Assault",43.0795225,-87.9694981
639027,"181330050","5/12/2018 9:00",2018,5,"6297 W PORT AV, Milwaukee, WI",NA,9,NA,4,700,14,53223,2536899.745,428649.491,0,0,0,1,0,0,0,0,0,0,TRUE,"Property: Vandalism",43.1584604,-87.9890784
630947,"180470003","2/14/2018 23:00",2018,2,"5869 N 74TH ST, Milwaukee, WI","NONE",2,2,4,1300,26,53218,2533018.057,415745.291,0,0,1,0,0,0,0,0,0,0,TRUE,"Property: Burglary",43.124735,-88.0037641
642013,"181640126","6/13/2018 6:45",2018,6,"2116 W WHITAKER AV, Milwaukee, WI",NA,13,NA,6,21400,307,53221,2551322.495,358781.32,0,0,1,0,0,0,0,0,0,0,TRUE,"Property: Burglary",42.9660181,-87.9406305
639829,"181410159","5/21/2018 21:53",2018,5,"5754 N 65TH ST, Milwaukee, WI",NA,2,2,4,1300,25,53218,2536002.076,415110.409,0,0,0,1,0,0,0,0,0,0,TRUE,"Property: Vandalism",43.1225346,-87.9920251
657706,"183210142","11/17/2018 20:50",2018,11,"719 W WISCONSIN AV, Milwaukee, WI",NA,4,NA,1,186300,187,53233,2555950.006,385537.717,0,1,0,0,0,0,0,0,0,0,TRUE,"Violent: Assault",43.0385465,-87.9207917
631122,"180490032","2/17/2018 23:30",2018,2,"2748 N 11TH ST, Milwaukee, WI","HANDS",15,10,5,8400,143,53206,2554336.805,396009.674,0,0,1,0,0,0,0,0,0,0,TRUE,"Property: Burglary",43.0687557,-87.9251695
653616,"182810141","10/8/2018 17:30",2018,10,"5021 N 20TH ST, Milwaukee, WI","LETHAL CUTTING INSTRUMENT",1,3,7,2300,56,53209,2550896.673,410733.467,0,1,0,0,0,0,0,0,0,0,TRUE,"Violent: Assault",43.1089185,-87.9371686
645916,"182040033","7/23/2018 0:00",2018,7,"2666 N 48TH ST, Milwaukee, WI",NA,15,5,3,6000,159,53210,2541448.153,395130.711,0,0,1,0,0,0,0,0,0,0,TRUE,"Property: Burglary",43.0676138,-87.9734737
645320,"181980004","7/16/2018 19:00",2018,7,"3916 W FAIRMOUNT AV, Milwaukee, WI",NA,1,2,7,2500,51,53209,2544312.388,410577.185,0,0,1,0,0,0,0,0,0,0,TRUE,"Property: Burglary",43.1084473,-87.9621027
655012,"182940137","10/21/2018 12:18",2018,10,"3829 N 78TH ST, Milwaukee, WI",NA,5,NA,7,5200,90,53222,2531642.523,402236.636,0,0,1,0,0,0,0,0,0,0,TRUE,"Property: Burglary",43.0869394,-88.0100739
628419,"180190083","1/19/2018 6:45",2018,1,"6974 N RAINTREE CT, Milwaukee, WI","NONE",9,NA,4,800,16,53223,2537792.573,423280.308,0,0,1,0,0,0,0,0,0,0,TRUE,"Property: Burglary",43.1439977,-87.9845486
645772,"182020140","7/21/2018 17:20",2018,7,"221 E CLARKE ST, Milwaukee, WI","PERSONAL WEAPON",6,6,5,8100,139,53212,2558584.373,395406.051,0,1,0,0,0,0,0,0,0,0,TRUE,"Violent: Assault",43.0655082,-87.9088606
654846,"182930037","10/20/2018 5:16",2018,10,"4610 S 20TH ST, Milwaukee, WI",NA,13,NA,6,21400,308,53221,2551684.594,357452.225,0,1,0,0,0,0,0,0,0,0,TRUE,"Violent: Assault",42.960914,-87.9364574
634061,"180800123","3/21/2018 20:56",2018,3,"4511 W SPENCER PL, Milwaukee, WI","KITUT",7,5,7,3800,100,53216,2542397.23,402854.902,0,1,0,0,0,0,0,0,0,0,TRUE,"Violent: Assault",43.0873082,-87.9700005
647235,"182170118","8/5/2018 17:06",2018,8,"2657 N 50TH ST, Milwaukee, WI",NA,15,5,3,6000,162,53210,2540781.307,395118.222,0,0,1,0,0,0,0,0,0,0,TRUE,"Property: Burglary",43.067385,-87.9764945
656164,"183050078","10/30/2018 18:30",2018,10,"5826 W APPLETON AV, Milwaukee, WI",NA,10,5,7,5900,164,53210,2538357.387,395755.611,0,0,1,0,0,0,0,0,0,0,TRUE,"Property: Burglary",43.068835,-87.9855557
647632,"182210154","8/9/2018 22:00",2018,8,"2821 W MC KINLEY BL, Milwaukee, WI","PERSONAL WEAPON",4,14,3,12200,200,53208,2548262.538,388434.231,0,0,0,0,0,0,1,0,0,0,TRUE,"Violent: Robbery",43.047001996565,-87.949556022859
652668,"182720194","9/29/2018 23:00",2018,9,"2719 N 39TH ST, Milwaukee, WI","PERSONAL WEAPON",15,5,7,6200,153,53210,2544515.419,395861.724,0,1,0,0,0,0,0,0,0,0,TRUE,"Violent: Assault",43.0683865,-87.9624952
631569,"180530044","2/22/2018 1:00",2018,2,"4420 N HOUSTON AV, Milwaukee, WI","NONE",5,NA,7,3300,77,53218,2530536.766,406181.558,0,1,0,0,0,0,0,0,0,0,TRUE,"Violent: Assault",43.0978211,-88.0132824
642060,"181650005","6/13/2018 22:55",2018,6,"6020 W KAUL AV, Milwaukee, WI",NA,9,2,4,1200,24,53218,2537662.418,417615.342,0,1,0,0,0,0,0,0,0,0,TRUE,"Violent: Assault",43.1282621,-87.9865689
650016,"182460067","8/31/2018 16:00",2018,8,"3458 N BREMEN ST, Milwaukee, WI",NA,3,NA,5,7200,125,53212,2560989.76,400588.76,0,0,1,0,0,0,0,0,0,0,TRUE,"Property: Burglary",43.081039,-87.8998006
648063,"182260070","8/14/2018 8:00",2018,8,"1846 N 40TH ST, Milwaukee, WI",NA,15,11,3,9600,169,53208,2544251.685,390528.793,0,0,1,0,0,0,0,0,0,0,TRUE,"Property: Burglary",43.0543446,-87.9633304
650344,"182490090","9/6/2018 14:04",2018,9,"6020 W KAUL AV, Milwaukee, WI",NA,9,2,4,1200,24,53218,2537662.418,417615.342,0,0,0,1,0,0,0,0,0,0,TRUE,"Property: Vandalism",43.1282621,-87.9865689
627650,"180110063","1/11/2018 8:15",2018,1,"3927 N 70TH ST, Milwaukee, WI","NONE",10,NA,7,5100,91,53216,2534388.822,402854.812,0,0,1,0,0,0,0,0,0,0,TRUE,"Property: Burglary",43.0883482,-87.9997522
671971,"191350034","1/1/2018 20:00",2018,1,"8729 W THURSTON AV, Milwaukee, WI","PERSONAL WEAPON",2,2,4,1500,30,53225,2528382.168,414657.463,0,1,0,0,0,0,0,0,0,0,TRUE,"Violent: Assault",43.1202892,-88.021887
626869,"180030001","1/2/2018 23:30",2018,1,"2861 N BOOTH ST, Milwaukee, WI","HANDS",6,7,5,8000,139,53212,2560030.599,396758.579,0,1,0,0,0,0,0,0,0,0,TRUE,"Violent: Assault",43.0706532,-87.9045711
635725,"180990021","4/9/2018 4:30",2018,4,"2734 N FRATNEY ST, Milwaukee, WI","UNKNO",3,7,5,8000,138,53212,2560706.438,396105.897,0,0,1,0,0,0,0,0,0,0,TRUE,"Property: Burglary",43.068249,-87.9013325
643943,"181840023","7/2/2018 20:30",2018,7,"3004 S 56TH ST, Milwaukee, WI","PERSONAL WEAPON",11,NA,6,19200,264,53219,2539356.843,368035.353,0,1,0,0,0,0,0,0,0,0,TRUE,"Violent: Assault",42.9901557,-87.9837433
642605,"181700177","6/19/2018 22:34",2018,6,"1505 N 16TH ST, Milwaukee, WI","PERSONAL WEAPON",15,12,3,186200,174,53205,2552516.205,389848.545,0,1,0,0,0,0,0,0,0,0,TRUE,"Violent: Assault",43.0504279,-87.9330154
656685,"183100120","11/6/2018 18:43",2018,11,"3840 W ROOSEVELT DR, Milwaukee, WI","PERSONAL WEAPON",7,5,7,3900,101,53216,2544712.922,403307.977,0,1,0,0,0,0,0,0,0,0,TRUE,"Violent: Assault",43.0881914,-87.9618254
633752,"180770123","3/18/2018 18:45",2018,3,"6207 W FAIRVIEW AV, Milwaukee, WI","NONE",10,NA,3,13000,207,53213,2537422.438,382386.034,0,1,0,0,0,0,0,0,0,0,TRUE,"Violent: Assault",43.0313217,-87.9902759
651926,"182650109","9/22/2018 17:24",2018,9,"3020 N 29TH ST, Milwaukee, WI","FIREARM",7,4,5,6300,105,53210,2547777.311,397939.253,0,1,0,0,0,0,0,0,0,0,TRUE,"Violent: Assault",43.073899,-87.9495421
636588,"181080077","4/18/2018 1:45",2018,4,"1515 W NORTH AV, Milwaukee, WI","NONE",15,10,3,185500,148,53205,2552797.543,393340.837,0,0,1,0,0,0,0,0,0,0,TRUE,"Property: Burglary",43.0602419,-87.9317593
636154,"181030059","3/30/2018 16:00",2018,3,"2334 W COLLEGE AV, Milwaukee, WI","UNKNO",13,NA,6,21700,313,53221,2550504.849,345856.381,0,0,0,1,0,0,0,0,0,0,TRUE,"Property: Vandalism",42.9306542,-87.9454707
659929,"183450092","12/5/2018 20:00",2018,12,"6245 W SILVER SPRING DR, Milwaukee, WI",NA,2,2,4,1900,45,53218,2537078.627,414442.013,0,0,0,1,0,0,0,0,0,0,TRUE,"Property: Vandalism",43.1190405,-87.9896637
644946,"181940102","7/12/2018 21:00",2018,7,"3236 N 27TH ST, Milwaukee, WI","NONE",7,4,5,6500,106,53216,2548422.778,399279.974,0,0,0,0,0,0,1,0,0,0,TRUE,"Violent: Robbery",43.0778881,-87.9469968
626691,"180010060","1/1/2018 5:00",2018,1,"2315 N 41ST ST, Milwaukee, WI","GUN",15,5,3,9100,156,53210,2543923.226,393190.563,0,1,0,0,0,0,0,0,0,0,TRUE,"Violent: Assault",43.0610203,-87.9648987
649223,"182370178","8/25/2018 15:30",2018,8,"2322 W NORTH AV, Milwaukee, WI","LETHAL CUTTING INSTRUMENT",15,9,3,185400,149,53205,2550164.204,393312.495,0,1,0,0,0,0,0,0,0,0,TRUE,"Violent: Assault",43.0603813,-87.920908
651960,"182660006","9/22/2018 22:40",2018,9,"2658 S 14TH ST, Milwaukee, WI",NA,12,17,2,18700,253,53215,2553768.476,370256.412,0,0,0,1,0,0,0,0,0,0,TRUE,"Property: Vandalism",42.9963566,-87.9297387
628482,"180200011","1/20/2018 0:01",2018,1,"7022 W MEDFORD AV, Milwaukee, WI","HANDG",2,NA,7,3000,42,53218,2534237.55,409771.468,0,1,0,0,0,0,0,0,0,0,TRUE,"Violent: Assault",43.1073249,-87.9997569
653076,"182760157","10/3/2018 0:00",2018,10,"3926 W CLYBOURN ST, Milwaukee, WI","OTHER",10,14,3,13300,214,53208,2544636.159,384309.705,0,1,0,0,0,0,0,0,0,0,TRUE,"Violent: Assault",43.0363823,-87.9636831
639859,"181420046","5/22/2018 7:30",2018,5,"10221 W FOND DU LAC AV, Milwaukee, WI","LETHAL CUTTING INSTRUMENT",5,19,4,302,8,53224,2523669.031,420953.653,0,1,0,0,0,0,0,0,0,0,TRUE,"Violent: Assault",43.1389803,-88.0408435
640563,"181490076","5/29/2018 11:40",2018,5,"4948 W HAMPTON AV, Milwaukee, WI","NONE",1,2,7,2800,47,53218,2540938.236,409170.462,0,1,0,0,0,0,0,0,0,0,TRUE,"Violent: Assault",43.1051348,-87.9752924
650084,"182470004","9/3/2018 22:30",2018,9,"6183 N 35TH ST, Milwaukee, WI","PERSONAL WEAPON",1,2,4,1100,21,53209,2545612.877,418119.269,0,1,0,0,0,0,0,0,0,0,TRUE,"Violent: Assault",43.1306709,-87.9562907
650031,"182460089","9/3/2018 3:00",2018,9,"5938 N 68TH ST, Milwaukee, WI",NA,2,2,4,1300,25,53218,2534999.183,416420.056,0,0,0,1,0,0,0,0,0,0,TRUE,"Property: Vandalism",43.1258302,-87.9956021
652589,"182720014","9/28/2018 20:15",2018,9,"7598 W HAMPTON AV, Milwaukee, WI","OTHER",2,NA,7,3000,42,53218,2532858.311,409094.917,0,0,0,0,0,0,1,0,0,0,TRUE,"Violent: Robbery",43.105081,-88.006316
651869,"182650021","9/22/2018 4:05",2018,9,"1200 W GREENFIELD AV, Milwaukee, WI","PERSONAL WEAPON",12,16,2,16400,232,53204,2554441.257,377562.912,0,0,0,0,0,0,1,0,0,0,TRUE,"Violent: Robbery",43.017125,-87.926924
630770,"180450052","2/14/2018 0:50",2018,2,"1819 N CAMBRIDGE AV, Milwaukee, WI","NONE",3,NA,1,10800,179,53202,2563270.244,391461.19,0,0,1,0,0,0,0,0,0,0,TRUE,"Property: Burglary",43.0548906,-87.8928804
626961,"180030149","1/3/2018 23:00",2018,1,"8926 W GRANTOSA DR, Milwaukee, WI","BLUNT",5,NA,7,3300,78,53225,2528236.457,407926.311,0,1,0,0,0,0,0,0,0,0,TRUE,"Violent: Assault",43.1011807,-88.0241814
638696,"181290171","5/9/2018 19:30",2018,5,"9217 N 75TH ST, Milwaukee, WI","PERSONAL WEAPON",9,NA,4,101,4,53223,2532631.654,438041.317,0,1,0,0,0,0,0,0,0,0,TRUE,"Violent: Assault",43.185919,-88.0038653
653918,"182840018","10/11/2018 3:00",2018,10,"3201 N 12TH ST, Milwaukee, WI","LETHAL CUTTING INSTRUMENT",6,4,5,6600,116,53206,2554052.492,398651.074,0,0,0,0,0,0,1,0,0,0,TRUE,"Violent: Robbery",43.0765723,-87.9264395
630773,"180450056","2/13/2018 10:30",2018,2,"4929 N 105TH ST, Milwaukee, WI","UNKNO",5,NA,4,501,35,53225,2522498.008,409343.688,0,0,0,1,0,0,0,0,0,0,TRUE,"Property: Vandalism",43.1073475,-88.0436624
630943,"180460152","2/15/2018 22:00",2018,2,"506 W CHAMBERS ST, Milwaukee, WI","HANDS",6,6,5,6700,121,53212,2556555.644,398031.269,0,1,0,0,0,0,0,0,0,0,TRUE,"Violent: Assault",43.0732223,-87.9172841
626854,"180020144","1/2/2018 20:19",2018,1,"3240 N JULIA ST, Milwaukee, WI","OTHER",6,6,5,7000,121,53212,2556729.638,399230.833,0,1,0,0,0,0,0,0,0,0,TRUE,"Violent: Assault",43.0773126,-87.9164172
639071,"181330131","5/13/2018 20:20",2018,5,"2725 N 45TH ST, Milwaukee, WI","PERSONAL WEAPON",7,5,7,6100,160,53210,2542441.151,395816.644,0,1,0,0,0,0,0,0,0,0,TRUE,"Violent: Assault",43.068529,-87.9702702
634806,"180880105","3/29/2018 8:00",2018,3,"6744 N 77TH ST, Milwaukee, WI","NONE",9,NA,4,600,11,53223,2532046.214,422034.644,0,0,1,0,0,0,0,0,0,0,TRUE,"Property: Burglary",43.1405824,-88.006212
636556,"181080032","4/17/2018 22:00",2018,4,"8536 N SERVITE DR, Milwaukee, WI","UNKNO",9,NA,4,102,5,53223,2531416.711,433630.321,0,0,0,1,0,0,0,0,0,0,TRUE,"Property: Vandalism",43.1731322,-88.0091578
650372,"182490142","9/6/2018 22:22",2018,9,"7351 W MARINE DR, Milwaukee, WI",NA,9,NA,4,101,4,53223,2533687.12,437100.74,0,0,1,0,0,0,0,0,0,0,TRUE,"Property: Burglary",43.1811657,-88.0019975
651908,"182650083","9/21/2018 5:00",2018,9,"3473 N 91ST ST, Milwaukee, WI",NA,5,NA,7,5400,83,53222,2527264.26,400069.259,0,0,1,0,0,0,0,0,0,0,TRUE,"Property: Burglary",43.0821483,-88.0266894
650884,"182550083","9/11/2018 22:00",2018,9,"3183 N 13TH ST, Milwaukee, WI",NA,6,4,5,6600,112,53206,2553726.531,398646.783,0,0,1,0,0,0,0,0,0,0,TRUE,"Property: Burglary",43.0766953,-87.9277369
638071,"181230075","5/3/2018 10:30",2018,5,"2242 S 18TH ST, Milwaukee, WI","HANDGUN",12,17,2,17400,257,53215,2552222.664,373030.613,0,0,0,0,0,0,1,0,0,0,TRUE,"Violent: Robbery",43.0037741,-87.9352995
641114,"181550111","6/4/2018 16:00",2018,6,"2321 N SHERMAN BL, Milwaukee, WI","PERSONAL WEAPON",15,5,3,9100,158,53210,2543141.739,393171.112,0,1,0,0,0,0,0,0,0,0,TRUE,"Violent: Assault",43.061101992177,-87.967980032772
635533,"180960136","4/6/2018 20:15",2018,4,"3648 N 19TH ST, Milwaukee, WI","BLUNT",6,4,5,4600,113,53206,2551754.49,401751.946,0,1,0,0,0,0,0,0,0,0,TRUE,"Violent: Assault",43.0846857,-87.9343244
661614,"183630060","12/29/2018 12:28",2018,12,"2322 N 1ST ST, Milwaukee, WI",NA,6,6,5,185600,141,53212,2558218.486,393415.635,0,1,0,0,0,0,0,0,0,0,TRUE,"Violent: Assault",43.0608402,-87.9105448
639265,"181350134","5/15/2018 12:09",2018,5,"7953 W FIEBRANTZ CT, Milwaukee, WI",NA,5,NA,7,3400,75,53222,2530893.66,403988.004,0,0,1,0,0,0,0,0,0,0,TRUE,"Property: Burglary",43.090634,-88.0128134
655427,"182980128","10/25/2018 8:25",2018,10,"228 S 1ST ST, Milwaukee, WI",NA,12,NA,1,187400,235,53204,2558543.174,382178.219,0,0,0,1,0,0,0,0,0,0,TRUE,"Property: Vandalism",43.0285873,-87.9107228
640319,"181460166","5/26/2018 22:49",2018,5,"4290 N 26TH ST, Milwaukee, WI","FIREARM",1,4,5,4200,61,53209,2548702.475,405038.01,0,0,0,0,1,0,0,0,0,0,TRUE,"Violent: Homicide",43.0948426,-87.9454774
642929,"181740004","6/22/2018 20:00",2018,6,"3822 S AUSTIN ST, Milwaukee, WI",NA,14,NA,6,20600,294,53207,2559915.918,363247.865,0,0,1,0,0,0,0,0,0,0,TRUE,"Property: Burglary",42.9751321,-87.9073892
635569,"180970032","4/7/2018 4:50",2018,4,"3835 N 3RD ST, Milwaukee, WI","ROCK",6,6,5,4400,119,53212,2557318.569,402592.778,0,0,0,1,0,0,0,0,0,0,TRUE,"Property: Vandalism",43.0865238,-87.913907
657084,"183150002","11/10/2018 23:00",2018,11,"8872 N 95TH ST, Milwaukee, WI","BLUNT OBJECT,LETHAL CUTTING INSTRUMENT",9,18,4,201,2,53224,2525859.532,435433.014,0,1,0,0,0,0,0,0,0,0,TRUE,"Violent: Assault",43.1798568,-88.0278635
662845,"190130032","1/12/2018 20:00",2018,1,"3140 N PALMER ST, Milwaukee, WI","PERSONAL WEAPON",6,6,5,7000,122,53212,2558693.311,398714.08,0,1,0,0,0,0,0,0,0,0,TRUE,"Violent: Assault",43.0757081,-87.9086191
661187,"183580101","12/22/2018 15:00",2018,12,"2550 N SHERMAN BL, Milwaukee, WI","PERSONAL WEAPON",15,5,3,6100,154,53210,2543123.547,394498.622,0,1,0,0,0,0,0,0,0,0,TRUE,"Violent: Assault",43.065392981779,-87.967089958474
645211,"181960194","7/15/2018 16:00",2018,7,"4628 N 76TH ST, Milwaukee, WI",NA,2,NA,7,3200,73,53218,2532258.109,407657.45,0,0,1,0,0,0,0,0,0,0,TRUE,"Property: Burglary",43.1016631,-88.0065779
658673,"183310110","11/27/2018 14:00",2018,11,"3437 N 36TH ST, Milwaukee, WI","FIREARM",7,5,7,4800,102,53216,2545404.042,400702.372,0,1,0,0,0,0,0,0,0,0,TRUE,"Violent: Assault",43.0819872,-87.9586903
642991,"181740119","6/23/2018 15:45",2018,6,"401 E CAPITOL DR, Milwaukee, WI",NA,6,7,5,4400,124,53212,2558987.437,404004.853,0,1,0,0,0,0,0,0,0,0,TRUE,"Violent: Assault",43.0876381,-87.905947
650349,"182490101","9/6/2018 15:55",2018,9,"4572 N SHERMAN BL, Milwaukee, WI",NA,7,1,7,2600,64,53209,2542978.878,407144.097,0,0,1,0,0,0,0,0,0,0,TRUE,"Property: Burglary",43.100470995112,-87.96638302876
657026,"183140065","11/10/2018 10:58",2018,11,"312 W ORCHARD ST, Milwaukee, WI","PERSONAL WEAPON",12,16,2,16500,240,53204,2557860.296,377285.93,0,1,0,0,0,0,0,0,0,0,TRUE,"Violent: Assault",43.0162136,-87.9144946
646078,"182050093","7/24/2018 13:00",2018,7,"9092 N 76TH ST, Milwaukee, WI","HANDGUN",9,NA,4,101,4,53223,2532250.88,437358.964,0,1,0,0,0,0,0,0,0,0,TRUE,"Violent: Assault",43.1841518,-88.0040872
667797,"190840081","12/1/2018 13:00",2018,12,"2738 S 10TH ST, Milwaukee, WI",NA,14,17,2,18600,252,53215,2555112.194,369745.774,0,0,0,1,0,0,0,0,0,0,TRUE,"Property: Vandalism",42.9947252,-87.9247869
647072,"182150156","8/3/2018 22:43",2018,8,"3770 N 78TH ST, Milwaukee, WI",NA,5,NA,7,5200,90,53222,2531653.093,401572.726,0,0,1,0,0,0,0,0,0,0,TRUE,"Property: Burglary",43.0860069,-88.009502
630032,"180360028","2/5/2018 8:35",2018,2,"7948 W LEON TR, Milwaukee, WI","NONE",2,NA,4,1600,40,53218,2531418.727,413848.489,0,1,0,0,0,0,0,0,0,0,TRUE,"Violent: Assault",43.119205009713,-88.010390032088
641572,"181600051","6/9/2018 1:00",2018,6,"1959 S 11TH ST, Milwaukee, WI",NA,12,16,2,16800,238,53204,2554812.939,375063.749,0,0,1,0,0,0,0,0,0,0,TRUE,"Property: Burglary",43.0089337,-87.9259263
646222,"182070009","7/25/2018 20:00",2018,7,"3121 N 29TH ST, Milwaukee, WI","OTHER",7,4,5,6300,105,53216,2547765.779,398611.092,0,1,0,0,0,0,0,0,0,0,TRUE,"Violent: Assault",43.0758035,-87.9500036
632348,"180620113","2/27/2018 19:00",2018,2,"4500 W CUSTER AV, Milwaukee, WI","HANDS",1,2,4,2000,49,53218,2542304.052,413211.123,0,1,0,0,0,0,0,0,0,0,TRUE,"Violent: Assault",43.1168196,-87.9684635
637893,"181210062","5/1/2018 10:00",2018,5,"4206 N 27TH ST, Milwaukee, WI",NA,1,4,5,4200,61,53216,2548368.316,405037.957,0,0,1,0,0,0,0,0,0,0,TRUE,"Property: Burglary",43.0933304,-87.9465884
648025,"182250182","8/13/2018 19:00",2018,8,"4910 N 49TH ST, Milwaukee, WI",NA,1,2,7,2800,47,53218,2541050.015,409504.199,0,0,1,0,0,0,0,0,0,0,TRUE,"Property: Burglary",43.1068085,-87.9736397
630701,"180440102","2/13/2018 16:30",2018,2,"5501 W FOND DU LAC AV, Milwaukee, WI","NONE",2,NA,7,3600,70,53216,2538975.897,405389.735,0,1,0,0,0,0,0,0,0,0,TRUE,"Violent: Assault",43.0942857,-87.9826599
646164,"182060081","7/20/2018 12:01",2018,7,"6020 N 35TH ST, Milwaukee, WI","PERSONAL WEAPON",1,2,4,1100,21,53209,2545615.199,417264.531,0,1,0,0,0,0,0,0,0,0,TRUE,"Violent: Assault",43.1271131,-87.9557584
